SubjID,TestSite,ExclReason,Included VSL2,Included LDT,Date,Sex,Age,Ethnicity,Race,handedness_score,read_for_pleasure,born_in_us,first_language,language_disability,spl_cor,spl_inc,spl_perc,vcb_cor,vcb_inc,vcb_perc,art_cor,art_inc,art_diff,TOWRE_rank,TOWRE_descriptor,hits,misses,correctRejections,falseAlarms,totalTrials,hit_rate,fa_rate,hit_rate_z,fa_rate_z,d_prime_raw,d_prime_zscore,sensitivity,z_vcb,z_spl,z_art,Dim.1,Dim.2,lang_type_ortho,lang_type_semantic
S112,Hampshire,NA,TRUE,TRUE,2017-10-29,Female,18,Hispanic or Latino,More than one race,10,1-3 hours,Yes,English,No,69,11,86.25,37,13,74,38,28,10,NA,NA,19,13,19,13,32,0.59375,0.40625,0.0702272834813923,-0.0702272834813927,0.1875,0.140454566962785,Insensitive,-0.0385203756456989,0.925394404221005,-0.628588649584734,0.07896377171484066,1.0543921342444522,High,High
S113,Hampshire,NA,TRUE,TRUE,2017-11-01,Female,19,Not Hispanic or Latino,White,11,1-3 hours,Yes,English,No,63,17,78.75,48,2,96,53,13,40,NA,NA,19,13,19,13,32,0.59375,0.40625,0.0702272834813923,-0.0702272834813927,0.1875,0.140454566962785,Insensitive,1.41241377367565,-0.0180904169246208,2.16788841352845,2.1622013884802302,-1.3537155197328374,Low,High
S114,Hampshire,NA,TRUE,TRUE,2017-11-02,Male,18,Not Hispanic or Latino,White,7,4-6 hours,Yes,Enlgish,No,51,29,63.75,32,18,64,38,28,10,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.13796015525443,0.13796015525443,0.125,-0.27592031050886,Insensitive,-0.698035898064493,-1.90506005921587,-0.628588649584734,-1.7988301657472827,-1.1472200073707368,Low,Low
S115,Hampshire,NA,TRUE,TRUE,2017-11-05,Female,19,Not Hispanic or Latino,White,11,1-3 hours,Yes,English,No,64,16,80,45,5,90,39,27,12,NA,NA,14,18,14,18,32,0.4375,0.5625,-0.970709910197721,0.970709910197721,-0.125,-1.94141982039544,Insensitive,1.01670446022437,0.139157053266317,-0.442156845377188,0.42487731746723173,-0.05625184210754192,Low,High
S116,Hampshire,NA,TRUE,TRUE,2017-11-30,Female,18,Not Hispanic or Latino,More than one race,8,4-6 hours,Yes,English,NA,64,16,80,46,4,92,43,23,20,NA,NA,26,6,26,6,32,0.8125,0.1875,1.52753935463215,-1.52753935463215,0.625,3.0550787092643,Sensitive,1.14860756470813,0.139157053266317,0.303570371452995,0.956166180447092,-0.394888732308172,Low,High
S117,Hampshire,NA,TRUE,TRUE,2017-12-06,Male,23,Not Hispanic or Latino,White,10,4-6 hours,Yes,English,No,63,17,78.75,35,15,70,30,36,-6,NA,NA,21,10,21,10,31,0.67741935483871,0.32258064516129,0.627632361386982,-0.627632361386983,0.354838709677419,1.25526472277396,Sensitive,-0.302326584613216,-0.0180904169246208,-2.1200430832451,-1.4755572867176219,0.9222160228574976,High,Low
S118,Hampshire,NA,TRUE,TRUE,2017-12-07,Female,18,Not Hispanic or Latino,Black,8,1-3 hours,Yes,English,No,67,13,83.75,46,4,92,44,22,22,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.13796015525443,0.13796015525443,0.125,-0.27592031050886,Insensitive,1.14860756470813,0.61089946383913,0.490002175660541,1.314861865426233,-0.06348613227674914,Low,High
S119,Hampshire,NA,TRUE,TRUE,2017-12-08,Male,19,Not Hispanic or Latino,White,10,4-6 hours,Yes,English,No,61,19,76.25,43,7,86,49,17,32,NA,NA,24,8,24,8,32,0.75,0.25,1.11116447716051,-1.11116447716051,0.5,2.22232895432101,Sensitive,0.752898251256854,-0.332585357306496,1.42216119669827,1.145360262641003,-1.1035052331287138,Low,High
S120,Hampshire,NA,TRUE,TRUE,2017-12-10,Female,18,Not Hispanic or Latino,White,11,1-3 hours,Yes,English,No,55,25,68.75,42,8,84,42,24,18,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.13796015525443,0.13796015525443,0.125,-0.27592031050886,Insensitive,0.620995146773095,-1.27607017845212,0.117138567245449,-0.21604398903990937,-1.3543511971282451,Low,Low
S121,Hampshire,MissingDemo,TRUE,TRUE,2018-01-12,Male,21,NA,NA,NA,NA,NA,NA,NA,68,12,85,40,10,80,40,26,14,NA,NA,14,17,14,17,31,0.451612903225806,0.548387096774194,-0.876689776575092,0.876689776575091,-0.0967741935483871,-1.75337955315018,Insensitive,0.357188937805578,0.768146934030068,-0.255725041169643,0.46359961781459713,0.6367966069713733,High,High
S122,Hampshire,NA,TRUE,TRUE,2018-01-26,Female,18,Hispanic or Latino,White,10,Not at all only for school,Yes,english,No,61,19,76.25,31,19,62,36,30,6,NA,NA,22,9,22,9,31,0.709677419354839,0.290322580645161,0.842535523952993,-0.842535523952993,0.41935483870967694,1.68507104790599,Sensitive,-0.829939002548252,-0.332585357306496,-1.00145225799983,-1.284765437120367,0.39385534408488276,High,Low
S123,Hampshire,NA,TRUE,TRUE,2018-02-01,Female,18,Not Hispanic or Latino,White,7,4-6 hours,Yes,English,No,68,12,85,48,2,96,44,22,22,NA,NA,24,8,24,8,32,0.75,0.25,1.11116447716051,-1.11116447716051,0.5,2.22232895432101,Sensitive,1.41241377367565,0.768146934030068,0.490002175660541,1.5576379968559162,-0.01927283047849592,Low,High
S124,Hampshire,NA,TRUE,TRUE,2018-02-02,Female,20,Not Hispanic or Latino,White,11,4-6 hours,Yes,English,No,64,16,80,48,2,96,50,16,34,NA,NA,14,18,14,18,32,0.4375,0.5625,-0.970709910197721,0.970709910197721,-0.125,-1.94141982039544,Insensitive,1.41241377367565,0.139157053266317,1.60859300090582,1.9060198876640426,-0.9988401668467475,Low,High
S125,Hampshire,NA,TRUE,TRUE,2018-03-01,Male,21,Not Hispanic or Latino,White,11,1-3 hours,Yes,English,No,71,9,88.75,48,2,96,48,18,30,NA,NA,14,18,14,18,32,0.4375,0.5625,-0.970709910197721,0.970709910197721,-0.125,-1.94141982039544,Insensitive,1.41241377367565,1.23988934460288,1.23572939249073,2.2545057380633677,0.09216273196487278,High,High
S126,Hampshire,NA,TRUE,TRUE,2018-02-15,Female,18,Not Hispanic or Latino,White,9,1-3 hours,Yes,English,No,67,13,83.75,48,2,96,39,27,12,NA,NA,27,5,27,5,32,0.84375,0.15625,1.73572679336797,-1.73572679336797,0.6875,3.47145358673595,Sensitive,1.41241377367565,0.61089946383913,-0.442156845377188,0.9120273477299419,0.21243058353689168,High,High
S127,Hampshire,NA,TRUE,TRUE,2018-04-10,Female,23,Hispanic or Latino,More than one race,10,Not at all only for school,Yes,English,No,66,14,82.5,32,18,64,50,16,34,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.13796015525443,0.13796015525443,0.125,-0.27592031050886,Insensitive,-0.698035898064493,0.453651993648192,1.60859300090582,0.7837163903478127,-0.00346342825241494,Low,High
S128,Hampshire,NA,TRUE,TRUE,2018-04-21,Male,18,Not Hispanic or Latino,White,10,1-3 hours,Yes,English,No,70,10,87.5,43,7,86,49,17,32,NA,NA,31,1,31,1,32,0.96875,0.03125,2.56847654831126,-2.56847654831127,0.9375,5.13695309662253,Sensitive,0.752898251256854,1.08264187441194,1.42216119669827,1.883275261350115,0.11066960455360873,High,High
S129,Hampshire,NA,TRUE,TRUE,2018-07-17,Female,18,Not Hispanic or Latino,White,10,1-3 hours,Yes,English,No,52,28,65,48,2,96,41,25,16,NA,NA,17,15,17,15,32,0.53125,0.46875,-0.346147593990253,0.346147593990253,0.0625,-0.692295187980506,Insensitive,1.41241377367565,-1.74781258902493,-0.0692932369620966,-0.09238294596637137,-1.9578388376590152,Low,Low
S130,Hampshire,OverAge,FALSE,FALSE,2018-07-19,Female,39,Not Hispanic or Latino,White,7,1-3 hours,Yes,English,No,69,11,86.25,49,1,98,49,17,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.54431687815941,0.925394404221005,1.42216119669827,2.283641433990671,-0.29632375124377497,Low,High
S131,Hampshire,NA,TRUE,TRUE,2018-07-20,Female,21,Not Hispanic or Latino,White,11,1-3 hours,Yes,English,No,61,19,76.25,31,19,62,36,30,6,NA,NA,19,12,19,12,31,0.612903225806452,0.387096774193548,0.197826036254961,-0.197826036254962,0.225806451612903,0.395652072509923,Insensitive,-0.829939002548252,-0.332585357306496,-1.00145225799983,-1.284765437120367,0.39385534408488276,High,Low
S132,Hampshire,OverAge,FALSE,FALSE,2018-07-23,Female,31,Not Hispanic or Latino,Asian,10,1-3 hours,Yes,English,No,66,14,82.5,33,17,66,43,23,20,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.13796015525443,0.13796015525443,0.125,-0.27592031050886,Insensitive,-0.566132793580734,0.453651993648192,0.303570371452995,0.07504104715720179,0.4644454860364868,High,High
S133,Hampshire,OverAge,FALSE,FALSE,2018-07-30,Female,48,Not Hispanic or Latino,White,11,6+ hours,Yes,English,No,78,2,97.5,49,1,98,62,4,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.54431687815941,2.34062163593944,3.84577465139637,4.4869686763557945,-0.03533940977635381,Low,High
S134,Hampshire,NA,TRUE,TRUE,2018-08-01,Female,19,Not Hispanic or Latino,White,11,4-6 hours,Yes,english,No,71,9,88.75,46,4,92,49,17,32,NA,NA,18,13,18,13,31,0.580645161290323,0.41935483870967694,-0.0170771263110492,0.0170771263110492,0.161290322580645,-0.0341542526220983,Insensitive,1.14860756470813,1.23988934460288,1.42216119669827,2.2064441807885777,0.10953539960197077,High,High
S135,Hampshire,NA,TRUE,TRUE,2018-09-17,Female,20,Not Hispanic or Latino,White,11,1-3 hours,Yes,English,No,76,4,95,41,9,82,41,25,16,NA,NA,13,19,13,19,32,0.40625,0.59375,-1.17889734893354,1.17889734893354,-0.1875,-2.35779469786709,Insensitive,0.489092042289336,2.02612669555757,-0.0692932369620966,1.3126408678631354,1.5973932767430836,High,High
S136,Hampshire,NA,TRUE,TRUE,2018-09-26,Female,19,Not Hispanic or Latino,White,6,1-3 hours,Yes,English,No,67,13,83.75,34,16,68,43,23,20,NA,NA,10,22,10,22,32,0.3125,0.6875,-1.80345966514101,1.80345966514101,-0.375,-3.60691933028202,Insensitive,-0.434229689096975,0.61089946383913,0.303570371452995,0.2374243905781051,0.554006294584631,High,High
S137,Hampshire,EEGRecovLate,TRUE,FALSE,2018-09-27,Male,18,Not Hispanic or Latino,Asian,11,4-6 hours,No,Burmese,No,58,22,72.5,44,6,88,47,19,28,NA,NA,15,16,15,16,31,0.483870967741936,0.516129032258065,-0.661786614009081,0.661786614009081,-0.032258064516129,-1.32357322801816,Insensitive,0.884801355740613,-0.804327767879309,1.04929758828318,0.7543333469278721,-1.4069329940473432,Low,High
S138,Hampshire,NA,TRUE,TRUE,2018-10-04,Male,21,Not Hispanic or Latino,White,7,1-3 hours,Yes,English,No,61,19,76.25,44,6,88,45,21,24,NA,NA,19,13,19,13,32,0.59375,0.40625,0.0702272834813923,-0.0702272834813927,0.1875,0.140454566962785,Insensitive,0.884801355740613,-0.332585357306496,0.676433979868087,0.7748569756787023,-0.8555633564278663,Low,High
S139,Hampshire,NA,TRUE,TRUE,2018-10-09,Female,21,Not Hispanic or Latino,White,10,1-3 hours,Yes,english,No,70,10,87.5,40,10,80,47,19,28,NA,NA,19,13,19,13,32,0.59375,0.40625,0.0702272834813923,-0.0702272834813927,0.1875,0.140454566962785,Insensitive,0.357188937805578,1.08264187441194,1.04929758828318,1.4166488598382352,0.393356816528652,High,High
S140,Hampshire,NA,TRUE,TRUE,2018-10-10,Female,18,Not Hispanic or Latino,White,11,1-3 hours,Yes,English,No,71,9,88.75,44,6,88,43,23,20,NA,NA,14,18,14,18,32,0.4375,0.5625,-0.970709910197721,0.970709910197721,-0.125,-1.94141982039544,Insensitive,0.884801355740613,1.23988934460288,0.303570371452995,1.3693144923143976,0.6401644882778615,High,High
S141,Hampshire,NA,TRUE,TRUE,2018-10-17,Female,19,Not Hispanic or Latino,White,10,1-3 hours,Yes,English,No,59,21,73.75,40,10,80,41,25,16,NA,NA,15,17,15,17,32,0.46875,0.53125,-0.762522471461898,0.762522471461898,-0.0625,-1.5250449429238,Insensitive,0.357188937805578,-0.647080297688371,-0.0692932369620966,-0.16159136215174486,-0.6507005765736342,Low,Low
S142,Hampshire,NA,TRUE,TRUE,2018-10-18,Male,25,Not Hispanic or Latino,White,9,6+ hours,Yes,English,No,60,20,75,49,1,98,44,22,22,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.13796015525443,0.13796015525443,0.125,-0.27592031050886,Insensitive,1.54431687815941,-0.489832827497434,0.490002175660541,0.9821063415677083,-1.143886859612674,Low,High
S143,Hampshire,NA,TRUE,TRUE,2018-10-19,Male,23,Not Hispanic or Latino,White,11,1-3 hours,Yes,English,No,55,25,68.75,30,20,60,39,27,12,NA,NA,16,15,16,15,31,0.516129032258065,0.483870967741936,-0.446883451443071,0.44688345144307,0.032258064516129,-0.893766902886141,Insensitive,-0.961842107032011,-1.27607017845212,-0.442156845377188,-1.5189295013735775,-0.5902140785414952,Low,Low
S144,Hampshire,NA,TRUE,TRUE,2018-10-24,Female,19,Not Hispanic or Latino,White,11,1-3 hours,Yes,English,No,62,18,77.5,45,5,90,46,20,26,NA,NA,15,17,15,17,32,0.46875,0.53125,-0.762522471461898,0.762522471461898,-0.0625,-1.5250449429238,Insensitive,1.01670446022437,-0.175337887115558,0.862865784075633,1.0499643378423758,-0.8393248937424066,Low,High
S145,Hampshire,NA,TRUE,TRUE,2018-10-25,Female,18,Not Hispanic or Latino,White,8,1-3 hours,Yes,English,No,61,19,76.25,36,14,72,38,28,10,NA,NA,16,16,16,16,32,0.5,0.5,-0.554335032726076,0.554335032726075,0,-1.10867006545215,Insensitive,-0.170423480129458,-0.332585357306496,-0.628588649584734,-0.6573534595909276,0.020473118610056917,High,Low
S146,Hampshire,NA,TRUE,TRUE,2018-10-29,Female,18,Not Hispanic or Latino,White,11,1-3 hours,Yes,English,No,74,6,92.5,39,11,78,41,25,16,NA,NA,13,18,13,18,31,0.41935483870967694,0.580645161290323,-1.0915929391411,1.0915929391411,-0.161290322580645,-2.1831858782822,Insensitive,0.225285833321819,1.71163175517569,-0.0692932369620966,0.9878741810213286,1.418271659646795,High,High
S147,Hampshire,NA,TRUE,TRUE,2018-10-30,Female,18,Not Hispanic or Latino,White,6,1-3 hours,No,English,Yes,75,5,93.75,37,13,74,40,26,14,NA,NA,13,18,13,18,31,0.41935483870967694,0.580645161290323,-1.0915929391411,1.0915929391411,-0.161290322580645,-2.1831858782822,Insensitive,-0.0385203756456989,1.86887922536663,-0.255725041169643,0.7963551416731226,1.717197334307298,High,High
S150,Hampshire,NA,TRUE,TRUE,2018-11-09,Female,18,Not Hispanic or Latino,White,11,NA,Yes,English,No,61,19,76.25,46,4,92,42,24,18,NA,NA,21,11,21,11,32,0.65625,0.34375,0.486602160953038,-0.486602160953038,0.3125,0.973204321906076,Insensitive,1.14860756470813,-0.332585357306496,0.117138567245449,0.5974704954679513,-0.7262913323395946,Low,High
S153,Hampshire,NA,TRUE,TRUE,2018-11-14,Female,20,Not Hispanic or Latino,Black,10,4-6 hours,Yes,English,No,74,6,92.5,49,1,98,56,10,46,NA,NA,21,11,21,11,32,0.65625,0.34375,0.486602160953038,-0.486602160953038,0.3125,0.973204321906076,Insensitive,1.54431687815941,1.71163175517569,2.72718382615109,3.4826623422506797,-0.13503859579238842,Low,High
S154,Hampshire,NA,TRUE,TRUE,2018-11-28,Prefer not to say,19,Not Hispanic or Latino,White,11,Not at all only for school,Yes,English,No,76,4,95,44,6,88,39,27,12,NA,NA,21,11,21,11,32,0.65625,0.34375,0.486602160953038,-0.486602160953038,0.3125,0.973204321906076,Insensitive,0.884801355740613,2.02612669555757,-0.442156845377188,1.328371194403935,1.6079954482187788,High,High
S155,Hampshire,NA,TRUE,TRUE,2018-12-04,Female,21,Not Hispanic or Latino,White,11,1-3 hours,Yes,English,No,58,22,72.5,41,9,82,45,21,24,NA,NA,17,14,17,14,31,0.548387096774194,0.451612903225806,-0.23198028887706,0.231980288877059,0.0967741935483871,-0.46396057775412,Insensitive,0.489092042289336,-0.804327767879309,0.676433979868087,0.2877069454159922,-1.1242457820723,Low,High
S156,Hampshire,NA,TRUE,TRUE,2019-01-31,Male,20,Not Hispanic or Latino,White,10,Not at all only for school,Yes,English,No,63,17,78.75,34,16,68,38,28,10,NA,NA,16,15,16,15,31,0.516129032258065,0.483870967741936,-0.446883451443071,0.44688345144307,0.032258064516129,-0.893766902886141,Insensitive,-0.434229689096975,-0.0180904169246208,-0.628588649584734,-0.6541579247842402,0.3809847627059111,High,Low
S157,Hampshire,EngNotNative,TRUE,FALSE,2019-02-04,Female,21,Not Hispanic or Latino,White,10,1-3 hours,Yes,Ukrainian,Yes,60,20,75,37,13,74,41,25,16,NA,NA,12,20,12,20,32,0.375,0.625,-1.38708478766937,1.38708478766937,-0.25,-2.77416957533873,Insensitive,-0.0385203756456989,-0.489832827497434,-0.0692932369620966,-0.32077917076596074,-0.37974974102592435,Low,Low
S158,Hampshire,NA,TRUE,TRUE,2019-02-05,Female,22,Not Hispanic or Latino,White,10,1-3 hours,Yes,English,No,54,26,67.5,33,17,66,38,28,10,NA,NA,17,15,17,15,32,0.53125,0.46875,-0.346147593990253,0.346147593990253,0.0625,-0.692295187980506,Insensitive,-0.566132793580734,-1.43331764864306,-0.628588649584734,-1.472465711502132,-0.7878425682265202,Low,Low
S159,Hampshire,NA,TRUE,TRUE,2019-02-19,Female,20,Not Hispanic or Latino,White,8,6+ hours,Yes,English,No,64,16,80,47,3,94,52,14,38,NA,NA,11,21,11,21,32,0.34375,0.65625,-1.59527222640519,1.59527222640519,-0.3125,-3.19054445281038,Insensitive,1.28051066919189,0.139157053266317,1.98145660932091,2.0510751371408036,-1.1001373518222255,Low,High
S160,Hampshire,NA,TRUE,TRUE,2019-02-21,Female,19,Not Hispanic or Latino,White,11,1-3 hours,Yes,english,No,61,19,76.25,40,10,80,44,22,22,NA,NA,11,21,11,21,32,0.34375,0.65625,-1.59527222640519,1.59527222640519,-0.3125,-3.19054445281038,Insensitive,0.357188937805578,-0.332585357306496,0.490002175660541,0.3405618049008128,-0.6008509835656165,Low,High
S163,Hampshire,NA,TRUE,TRUE,2019-02-28,Male,22,Not Hispanic or Latino,White,6,1-3 hours,Yes,english,No,58,22,72.5,44,6,88,49,17,32,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.13796015525443,0.13796015525443,0.125,-0.27592031050886,Insensitive,0.884801355740613,-0.804327767879309,1.42216119669827,0.9797813844134123,-1.5535776857727124,Low,High
S165,Hampshire,MissingEEG,FALSE,FALSE,2019-03-05,Male,19,Not Hispanic or Latino,White,9,6+ hours,Yes,English,No,54,26,67.5,33,17,66,40,26,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.566132793580734,-1.43331764864306,-0.255725041169643,-1.2470176740165915,-0.9344872599518896,Low,Low
S167,Hampshire,NA,TRUE,TRUE,2019-03-21,Female,19,Not Hispanic or Latino,White,10,1-3 hours,Yes,English,No,57,23,71.25,33,17,66,41,25,16,NA,NA,27,5,27,5,32,0.84375,0.15625,1.73572679336797,-1.73572679336797,0.6875,3.47145358673595,Sensitive,-0.566132793580734,-0.961575238070247,-0.0692932369620966,-0.8883219890374507,-0.6030846599204667,Low,Low
S168,Hampshire,NA,TRUE,TRUE,2019-03-25,Female,21,Not Hispanic or Latino,White,5,1-3 hours,Yes,English,No,66,14,82.5,41,9,82,44,22,22,NA,NA,17,15,17,15,32,0.53125,0.46875,-0.346147593990253,0.346147593990253,0.0625,-0.692295187980506,Insensitive,0.489092042289336,0.453651993648192,0.490002175660541,0.8309073699702104,0.02834308617467153,High,High
S169,Hampshire,NA,TRUE,TRUE,2019-03-26,Female,20,Not Hispanic or Latino,White,5,1-3 hours,Yes,English,No,66,14,82.5,44,6,88,43,23,20,NA,NA,24,8,24,8,32,0.75,0.25,1.11116447716051,-1.11116447716051,0.5,2.22232895432101,Sensitive,0.884801355740613,0.453651993648192,0.303570371452995,0.9593617152537799,-0.03437708821231767,Low,High
S170,Hampshire,NA,TRUE,TRUE,2019-04-02,Female,19,Not Hispanic or Latino,White,11,Not at all only for school,Yes,English,No,63,17,78.75,42,8,84,43,23,20,NA,NA,26,6,26,6,32,0.8125,0.1875,1.52753935463215,-1.52753935463215,0.625,3.0550787092643,Sensitive,0.620995146773095,-0.0180904169246208,0.303570371452995,0.5526044729998495,-0.34840702060664275,Low,High
S171,Hampshire,NA,TRUE,TRUE,2019-04-09,Female,22,Not Hispanic or Latino,White,11,1-3 hours,Yes,English,No,62,18,77.5,48,2,96,37,29,8,NA,NA,21,11,21,11,32,0.65625,0.34375,0.486602160953038,-0.486602160953038,0.3125,0.973204321906076,Insensitive,1.41241377367565,-0.175337887115558,-0.81502045379228,0.27662653318378383,-0.3154663012279183,Low,High
S172,Hampshire,NA,TRUE,TRUE,2019-04-11,Male,19,Not Hispanic or Latino,White,10,Not at all only for school,Yes,english,No,55,25,68.75,40,10,80,44,22,22,NA,NA,9,23,9,23,32,0.28125,0.71875,-2.01164710387683,2.01164710387683,-0.4375,-4.02329420775367,Insensitive,0.357188937805578,-1.27607017845212,0.490002175660541,-0.15138152757192863,-1.4103008753538318,Low,Low
S173,Hampshire,NA,TRUE,TRUE,2019-04-23,Female,20,Not Hispanic or Latino,White,9,1-3 hours,Yes,English,No,60,20,75,46,4,92,44,22,22,NA,NA,15,17,15,17,32,0.46875,0.53125,-0.762522471461898,0.762522471461898,-0.0625,-1.5250449429238,Insensitive,1.14860756470813,-0.489832827497434,0.490002175660541,0.7409279775413681,-1.007844339363,Low,High
S174,Hampshire,NA,TRUE,TRUE,2019-04-23,Female,20,Not Hispanic or Latino,White,11,4-6 hours,Yes,English,No,69,11,86.25,42,8,84,48,18,30,NA,NA,22,10,22,10,32,0.6875,0.3125,0.69478959968886,-0.694789599688861,0.375,1.38957919937772,Sensitive,0.620995146773095,0.925394404221005,1.23572939249073,1.6081678991864417,0.09443114186814891,High,High
S175,Hampshire,NA,TRUE,TRUE,2019-04-25,Male,19,Not Hispanic or Latino,Black,11,Not at all only for school,Yes,English,No,62,18,77.5,41,9,82,38,28,10,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.13796015525443,0.13796015525443,0.125,-0.27592031050886,Insensitive,0.489092042289336,-0.175337887115558,-0.628588649584734,-0.17339896413490488,-0.07135609984136371,Low,Low
S176,Hampshire,NA,TRUE,TRUE,2019-04-30,Female,21,Not Hispanic or Latino,White,10,1-3 hours,Yes,English,No,72,8,90,45,5,90,37,29,8,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.13796015525443,0.13796015525443,0.125,-0.27592031050886,Insensitive,1.01670446022437,1.39713681479382,-0.81502045379228,0.8553537232786802,1.1696593720021142,High,High
S177,Hampshire,NA,TRUE,TRUE,2019-05-02,Male,21,Not Hispanic or Latino,White,9,4-6 hours,Yes,English,No,66,14,82.5,47,3,94,51,15,36,NA,NA,21,11,21,11,32,0.65625,0.34375,0.486602160953038,-0.486602160953038,0.3125,0.973204321906076,Insensitive,1.28051066919189,0.453651993648192,1.79502480511336,2.1023322292222804,-0.7569983753634693,Low,High
