ITI,cond_trig,cresp,targ_type,target,word_trig
400,204,z,NW_L_COMP,PASSMANT,14
400,202,/,CW_L,CLEANER,15
200,208,z,FILL_NW,GAIRS,23
350,202,/,CW_L,SWIMMER,5
250,202,/,CW_L,DEAFNESS,39
300,208,z,FILL_NW,HEEM,27
200,201,/,CW_S,ANGELIC,25
400,207,/,FILL_W,FLIRT,1
250,201,/,CW_S,TOSSING,26
250,207,/,FILL_W,TREAT,48
350,208,z,FILL_NW,JADS,31
300,201,/,CW_S,DESTROYER,14
200,201,/,CW_S,ENJOYMENT,40
200,205,z,NW_S_SIMP,NULLISH,23
300,208,z,FILL_NW,DULKS,18
350,201,/,CW_S,LENDER,11
250,204,z,NW_L_COMP,BREAKIDY,23
250,208,z,FILL_NW,DOWED,16
200,202,/,CW_L,SHAMEFUL,19
400,201,/,CW_S,RAIDER,12
400,207,/,FILL_W,CRUNCH,20
350,207,/,FILL_W,FOLLOW,17
400,201,/,CW_S,WIDOWED,7
250,204,z,NW_L_COMP,FREENELS,15
250,203,z,NW_S_COMP,BEEREL,5
200,203,z,NW_S_COMP,ANTILM,8
350,206,z,NW_L_SIMP,WIGISH,9
200,208,z,FILL_NW,PORDS,39
300,201,/,CW_S,RISKY,50
300,201,/,CW_S,ATTACKER,20
300,207,/,FILL_W,BOX,42
400,202,/,CW_L,COOLING,24
400,202,/,CW_L,SPELLER,3
250,207,/,FILL_W,FIERCE,24
350,202,/,CW_L,EDITOR,45
300,206,z,NW_L_SIMP,ELBOWISM,10
250,201,/,CW_S,SEEKER,16
200,202,/,CW_L,VERBAL,50
350,201,/,CW_S,DULLNESS,43
350,203,z,NW_S_COMP,HUMIDOES,25
400,204,z,NW_L_COMP,RIPENGE,4
300,206,z,NW_L_SIMP,LONGNESS,17
200,201,/,CW_S,THRUSTER,24
250,202,/,CW_L,DREAMER,12
200,203,z,NW_S_COMP,FANFIL,6
400,207,/,FILL_W,CEASE,18
400,201,/,CW_S,ALLOWANCE,5
350,201,/,CW_S,BEARDED,8
250,204,z,NW_L_COMP,TRIPADY,2
400,208,z,FILL_NW,VELT,46
250,207,/,FILL_W,SOUGHT,40
350,201,/,CW_S,NEATLY,33
200,205,z,NW_S_SIMP,THRILLANCE,22
400,208,z,FILL_NW,SOISE,43
250,203,z,NW_S_COMP,LIDADY,3
350,206,z,NW_L_SIMP,PICKENCE,5
250,202,/,CW_L,DANCER,11
400,206,z,NW_L_SIMP,BOGARY,2
400,208,z,FILL_NW,ULNS,45
400,201,/,CW_S,DESIGN,19
300,201,/,CW_S,GUILTY,34
400,204,z,NW_L_COMP,ANGELITH,7
300,207,/,FILL_W,BALD,3
400,202,/,CW_L,CLOUDLESS,33
250,203,z,NW_S_COMP,BRANCHEL,16
250,201,/,CW_S,HARMLESS,29
350,204,z,NW_L_COMP,INKILM,8
300,203,z,NW_S_COMP,CURTIDY,11
300,208,z,FILL_NW,BAFED,1
300,202,/,CW_L,DAMPISH,28
200,203,z,NW_S_COMP,YANKODY,23
350,202,/,CW_L,PAINTER,18
200,207,/,FILL_W,OLD,44
350,208,z,FILL_NW,HEAS,26
400,207,/,FILL_W,DRUNK,19
250,206,z,NW_L_SIMP,DRESSORY,21
200,207,/,FILL_W,BLEAK,5
200,206,z,NW_L_SIMP,GROWIST,20
300,206,z,NW_L_SIMP,BANDARY,3
350,201,/,CW_S,DENSELY,32
350,203,z,NW_S_COMP,DEBTITH,22
400,208,z,FILL_NW,DROES,17
350,202,/,CW_L,PARKING,25
400,205,z,NW_S_SIMP,RAMPIZE,6
350,202,/,CW_L,KICKING,23
300,206,z,NW_L_SIMP,EARIST,12
350,207,/,FILL_W,WEIRD,2
350,206,z,NW_L_SIMP,HABITIC,7
250,202,/,CW_L,CREAMY,49
350,208,z,FILL_NW,DASP,13
300,204,z,NW_L_COMP,FELLOWOES,17
250,201,/,CW_S,PEAKING,28
350,207,/,FILL_W,BRISK,8
200,207,/,FILL_W,TAX,45
350,203,z,NW_S_COMP,FIENDILM,24
350,204,z,NW_L_COMP,AGREELA,24
250,207,/,FILL_W,SUIT,49
250,202,/,CW_L,EXCITEMENT,38
300,206,z,NW_L_SIMP,BEANISH,8
300,205,z,NW_S_SIMP,BOLTOUS,13
250,206,z,NW_L_SIMP,BEARIST,25
300,204,z,NW_L_COMP,IME,20
200,207,/,FILL_W,LEGAL,35
250,202,/,CW_L,LAUGHING,27
400,207,/,FILL_W,EAT,25
300,208,z,FILL_NW,TREMP,20
250,207,/,FILL_W,COOK,38
250,207,/,FILL_W,STARVE,15
300,208,z,FILL_NW,SCURE,41
350,201,/,CW_S,STRANGENESS,46
400,205,z,NW_S_SIMP,ADVERTISELY,25
350,203,z,NW_S_COMP,WELDIG,21
350,207,/,FILL_W,FAINT,31
200,201,/,CW_S,CAMPAIGNER,15
400,202,/,CW_L,FAITHFUL,20
400,206,z,NW_L_SIMP,VALIDER,23
350,203,z,NW_S_COMP,HEIGHTENGE,18
350,202,/,CW_L,BOMBER,7
350,202,/,CW_L,BARKER,2
200,207,/,FILL_W,FLESH,32
200,208,z,FILL_NW,VUNKS,49
200,207,/,FILL_W,SAVE,46
250,207,/,FILL_W,PACK,41
250,205,z,NW_S_SIMP,DIGORY,11
300,205,z,NW_S_SIMP,SOCKETER,1
300,205,z,NW_S_SIMP,HELMETOUS,14
400,202,/,CW_L,SHAPELY,35
350,202,/,CW_L,GUARDING,26
200,207,/,FILL_W,STALK,27
400,208,z,FILL_NW,CORG,7
400,208,z,FILL_NW,GIKE,24
250,207,/,FILL_W,SOFT,43
200,201,/,CW_S,LISTENER,18
300,204,z,NW_L_COMP,KINGILM,19
300,201,/,CW_S,MAGICAL,4
250,204,z,NW_L_COMP,STIRANGE,1
400,208,z,FILL_NW,BORMS,50
400,205,z,NW_S_SIMP,MEDICALARY,18
Dismiss this message

OpenSesame 4.0.24 Melodramatic Milgram Copyright Sebastiaan Mathôt 2010-2024
