StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q4_First Click,Q4_Last Click,Q4_Page Submit,Q4_Click Count,Q1,Q2,Q3,QID6_First Click,QID6_Last Click,QID6_Page Submit,QID6_Click Count,T_First Click,T_Last Click,T_Page Submit,T_Click Count,1,2,3,4,5,6,7,8,9,10,T_First Click,T_Last Click,T_Page Submit,T_Click Count,11,12,13,14,15,16,17,18,19,20,T_First Click,T_Last Click,T_Page Submit,T_Click Count,21,22,23,24,25,26,27,28,29,30,T_First Click,T_Last Click,T_Page Submit,T_Click Count,31,32,33,34,35,36,37,38,39,40,T_First Click,T_Last Click,T_Page Submit,T_Click Count,41,42,43,44,45,46,47,48,49,50,T_First Click,T_Last Click,T_Page Submit,T_Click Count,51,52,53,54,55,56,57,58,59,60,T_First Click,T_Last Click,T_Page Submit,T_Click Count,61,62,63,64,65,66,67,68,69,70,T_First Click,T_Last Click,T_Page Submit,T_Click Count,71,72,73,74,75,76,77,78,79,80,SC0,SC1,SC2,Q_TotalDuration,Date,Time
10/9/2017 16:45,10/9/2017 17:11,IP Address,144.121.36.238,100,1532,TRUE,10/9/2017 17:11,R_2S3mHWzUPNuYP50,,,,,42.38960266,-72.45339966,anonymous,EN,1279.473,1290.099,1290.553,5,10/9/2017,109,Morph21,0,0,6.838,0,4.701,30.045,30.372,16,unforeseen,calendar,truly,argument,disappear,siege,Caribbean,accommodation,environment,committee,3.061,27.356,28.806,16,ecstasy,forseeable,millenium,pavilion,school,persistent,propaganda,assassination,colleague,knowledge,1.181,21.71,24.07,14,apparently,glamorous,definitely,tomorrow,weird,noticeable,neccessary,independent,foreign,wherever,1.107,27.513,29.171,12,Fahrenheit,separate,mother,mispell,successful,curiosity,across,irresistable,bizarre,completely,1.164,17.699,18.315,15,tendency,fluorescent,achieve,religious,preferred,existence,gist,until,license,teacher,1.735,26.928,28.713,13,humorous,tongue,guard,receive,publicly,incidentally,cemetary,possession,aggressive,liason,1.97,29.584,30.319,12,threshold,business,dilemma,occasion,unforeseen,disappoint,chauffer,Portuguese,immediately,interrupt,1.377,28.84,29.948,15,beginning,resistance,Neandertal,table,referred,piece,forty,politician,embarrass,harrassment,70,10,60,1532,10/9/2017,5:11 PM
10/18/2017 15:16,10/18/2017 15:22,IP Address,144.121.36.249,100,366,TRUE,10/18/2017 15:22,R_8IeDzk6t1sfXX4l,,,,,42.38960266,-72.45339966,anonymous,EN,12.6,16.416,187.382,2,10/18/2017,110,Morph21,0,0,8.401,0,2.165,21.034,22.041,14,unforeseen,calendar,truly,argument,disappear,siege,Carribean,accommodation,environment,committee,1.812,21.963,23.409,12,ecstasy,foreseeable,millenium,pavilion,school,persistent,propaganda,assasination,colleague,knowledge,2.113,16.26,17.093,10,apparently,glamorous,definitely,tomorrow,weird,noticeable,necessary,independent,foreign,wherever,2.029,19.965,20.976,11,Farenheit,separate,mother,mispell,successful,curiosity,across,irresistible,bizarre,completely,1.558,15.758,16.48,11,tendency,fluorescent,achieve,religious,preferred,existance,gist,until,license,teacher,2.001,21.009,21.736,12,humorous,tongue,guard,receive,publically,incidentally,cemetary,posession,aggressive,liason,2.381,17.253,18.252,10,threshold,business,dilemma,occasion,unforeseen,disappoint,chauffeur,Portuguese,immediately,interrupt,2.027,18.075,18.809,11,beginning,resistance,Neanderthal,table,referred,piece,fourty,politician,embarass,harassment,68,12,56,366,10/18/2017,3:22 PM
10/25/2017 15:24,10/25/2017 15:32,IP Address,144.121.36.224,100,469,TRUE,10/25/2017 15:32,R_1IjjJqvm2SXH5cy,,,,,42.38960266,-72.45339966,anonymous,EN,203.069,206.404,217.044,3,10/25/2017,111,Morph21,0,0,14.185,0,4.636,33.967,34.843,12,unforeseen,calendar,truly,argument,disappear,seige,Carribean,accomodation,environment,committee,1.756,21.425,22.703,12,ecstasy,foreseeable,millennium,pavillion,school,persistent,propaganda,assasination,collegue,knowledge,1.788,26.773,27.531,15,apparently,glamorous,definitely,tomorrow,weird,noticeable,necessary,independent,foreign,wherever,2.239,26.672,27.56,14,Fahrenheit,separate,mother,misspell,successful,curiosity,across,irresistible,bizarre,completely,2.436,26.405,26.924,15,tendancy,fluorescent,acheive,religious,preferred,existence,jist,until,license,teacher,3.595,27.075,29.057,15,humorous,tongue,guard,receive,publicly,incidently,cemetery,possession,aggressive,liason,3.859,26.476,27.388,12,threshold,business,dilemma,occasion,unforeseen,disappoint,chauffer,Portugese,immediately,interrupt,2.362,26.89,28.121,13,beginning,resistance,Neanderthal,table,referred,piece,forty,politician,embarass,harassment,66,14,52,469,10/25/2017,3:32 PM
10/29/2017 12:31,10/29/2017 12:39,IP Address,144.121.36.224,100,481,TRUE,10/29/2017 12:39,R_42UXdChb9Op29BT,,,,,42.38960266,-72.45339966,anonymous,EN,180.814,191.964,193.463,3,10/29/2017,112,Morph21,0,0,9.946,0,5.011,41.25,42.148,10,unforeseen,calendar,truly,arguement,disappear,siege,Caribbean,accommodation,environment,committee,5.378,34.063,35.137,11,ecstacy,foreseeable,millenium,pavilion,school,persistent,propaganda,assassination,colleague,knowledge,2.365,28.162,28.673,15,apparently,glamorous,definitely,tomorrow,weird,noticeable,necessary,independent,foreign,wherever,1.63,30.382,31.11,11,Fahrenheit,separate,mother,mispell,successful,curiosity,across,irresistable,bizarre,completely,1.507,20.187,20.811,11,tendency,fluorescent,achieve,religious,preferred,existence,gist,until,license,teacher,5.407,42.384,43.759,14,humorous,tongue,guard,receive,publically,incidentally,cemetery,posession,agressive,liason,2.102,42.429,43.413,12,threshhold,business,dilemma,occasion,unforeseen,disappoint,chauffeur,Portuguese,immediately,interrupt,1.755,19.348,20.388,14,beginning,resistance,Neanderthal,table,referred,piece,forty,politician,embarass,harassment,69,11,58,481,10/29/2017,12:39 PM
11/1/2017 15:19,11/1/2017 15:23,IP Address,144.121.36.235,100,244,TRUE,11/1/2017 15:23,R_1Iz2L9cSFov1JYB,,,,,42.38960266,-72.45339966,anonymous,EN,13.469,19.631,21.766,3,1-Nov,113,Morph21,0,0,8.836,0,4.046,27.288,28.657,12,unforseen,calendar,truely,argument,disappear,siege,Carribean,accomodation,environment,committee,1.634,23.128,24.761,12,ecstasy,forseeable,millenium,pavillion,school,persistant,propoganda,assassination,colleague,knowledge,0.937,18.466,19.407,11,apparently,glamorous,definitely,tomorrow,weird,noticeable,necessary,independent,foreign,wherever,1.927,34.19,35.159,13,Fahrenheit,separate,mother,mispell,successful,curiosity,across,irresistible,bizarre,completely,2.099,17.658,18.746,11,tendency,fluorescent,achieve,religious,preferred,existence,gist,until,license,teacher,1.38,19.418,20.412,12,humorous,tongue,guard,recieve,publicly,incidentally,cemetary,posession,aggressive,liaison,1.136,20.318,21.423,11,threshold,business,dilemna,occasion,unforseen,disappoint,chauffeur,Portuguese,immediately,interrupt,1.669,30.199,33.029,13,beginning,resistance,Neanderthal,table,referred,piece,fourty,politician,embarass,harassment,63,17,46,244,11/1/2017,3:23 PM
11/3/2017 11:20,11/3/2017 11:31,IP Address,144.121.36.245,100,653,TRUE,11/3/2017 11:31,R_2CCZp7vMG9TvWaI,,,,,42.38960266,-72.45339966,anonymous,EN,305.371,317.746,321.078,3,11/3/2017,114,Morph21,0,0,7.558,0,5.135,40.328,41.319,15,unforseen,calender,truly,argument,disappear,siege,Caribbean,accommodation,environment,committee,4.786,40.409,41.336,11,ecstacy,forseeable,millennium,pavillion,school,persistent,propaganda,assasination,colleague,knowledge,1.32,28.156,29.001,16,apparently,glamourous,definitely,tomorrow,wierd,noticable,necessary,independent,foreign,wherever,2.118,40.49,41.262,17,Fahrenheit,seperate,mother,mispell,successful,curiousity,across,irresistible,bizarre,completely,3.133,30.189,30.964,15,tendency,fluorescent,achieve,religious,preferred,existence,jist,until,liscense,teacher,5.045,42.381,43.758,22,humourous,tounge,guard,recieve,publicly,incidentally,cemetary,posession,aggressive,liason,3.307,51.418,52.342,13,threshold,buisness,dilemna,occasion,unforseen,disappoint,chauffer,Portugese,immediately,interrupt,2.945,30.209,32.327,17,begining,resistence,Neanderthal,table,referred,piece,fourty,politician,embarass,harassment,51,29,22,653,11/3/2017,11:31 AM
11/5/2017 11:30,11/5/2017 11:37,IP Address,144.121.36.253,100,414,TRUE,11/5/2017 11:37,R_3qVR4oPPilCHYUS,,,,,42.38960266,-72.45339966,anonymous,EN,32.767,40.797,42.314,2,3-Nov-17,115,Morph21,0,0,3.98,0,3.955,45.23,46.539,11,unforseen,calendar,truly,argument,disappear,seige,Carribean,accomodation,environment,commitee,9.964,46.568,48.001,11,ecstacy,foreseeable,millennium,pavillion,school,persistent,propaganda,assassination,colleague,knowledge,3.05,40.899,42.235,12,apparently,glamorous,definitely,tomorrow,weird,noticeable,neccessary,independent,foreign,wherever,8.521,46.292,47.314,11,Farenheit,seperate,mother,mispell,successful,curiosity,across,irresistable,bizarre,completely,1.994,46.826,47.972,15,tendency,fluorescent,achieve,religious,preferred,existence,gist,until,license,teacher,4.174,44.146,45.288,12,humorous,tongue,gaurd,receive,publicly,incidentally,cemetery,possession,agressive,liaison,1.703,32.041,33.438,11,threshold,business,dilemma,occasion,unforeseen,dissapoint,chauffeur,Portuguese,immediately,interrupt,0.238,40.25,45.39,12,beginning,resistance,Neanderthal,table,referred,piece,forty,politician,embarrass,harrassment,64,16,48,414,11/5/2017,11:37 AM
11/30/2017 14:51,11/30/2017 15:00,IP Address,144.121.36.253,100,537,TRUE,11/30/2017 15:00,R_1mq5J6v42X8coDN,,,,,42.38960266,-72.45339966,anonymous,EN,68.34,79.18,82.168,3,11/30/2017,116,Morph21,0,0,9.513,0,4.553,48.129,54.206,13,unforseen,calendar,truly,argument,disappear,siege,Caribbean,accommodation,environment,committee,9.898,54.048,55.906,17,ecstacy,forseeable,millenium,pavillion,school,persistant,propaganda,assassination,collegue,knowledge,10.877,39.781,42.224,11,apparently,glamourous,definitely,tomorrow,weird,noticeable,neccessary,independent,foreign,wherever,3.525,56.916,70.109,16,Fahrenheit,seperate,mother,misspell,successful,curiosity,across,irresistible,bizzare,completly,3.483,33.146,34.168,12,tendency,fluorescent,achieve,religious,preferred,existence,gist,until,license,teacher,6.15,56.693,57.884,13,humorous,tongue,guard,receive,publicly,incidently,cemetery,possession,aggressive,liason,3.72,74.546,75.678,14,threshold,business,dilemma,occasion,unforeseen,disappoint,chauffeur,Portugese,immediately,interrupt,3.027,40.331,43.762,10,beginning,resistance,Neanderthal,table,referred,piece,forty,politician,embarass,harassment,64,16,48,537,11/30/2017,3:00 PM
12/6/2017 15:19,12/6/2017 15:42,IP Address,144.121.36.238,100,1375,TRUE,12/6/2017 15:42,R_1lhkQJdsWAiNlZK,,,,,42.38960266,-72.45339966,anonymous,EN,718.867,751.306,769.136,4,12/6/2017,117,Morph21,0,0,11.048,0,4.708,91.158,93.201,13,unforseen,calendar,truly,arguement,disappear,seige,Carribean,accommodation,environment,committee,6.189,54.317,57.056,11,ecstasy,forseeable,millenium,pavillion,school,persistant,propaganda,assassination,colleague,knowledge,6.977,52.435,53.558,12,apparently,glamourous,definitely,tommorow,weird,noticeable,necessary,independent,foreign,wherever,4.064,65.233,66.174,11,Fahrenheit,separate,mother,misspell,successful,curiosity,accross,irresistable,bizzare,completely,5.269,90.156,91.093,13,tendency,florescent,achieve,religious,preferred,existence,gist,until,liscense,teacher,4.427,66.829,67.449,13,humorous,tongue,guard,receive,publicly,incidentally,cemetary,possession,aggressive,liaison,8.528,68.936,70.66,11,threshold,business,dilemma,occasion,unforeseen,disappoint,chauffeur,Portuguese,immediately,interrupt,7.735,83.337,84.308,14,beginning,resistance,Neanderthal,table,referred,piece,forty,politician,embarrass,harrassment,63,17,46,1375,12/6/2017,3:42 PM
12/7/2017 14:25,12/7/2017 14:31,IP Address,144.121.36.227,100,357,TRUE,12/7/2017 14:31,R_reREAk5hMstXNHX,,,,,42.38960266,-72.45339966,anonymous,EN,35.692,44.922,48.055,3,12\7\17,118,Morph21,0,0,8.253,0,5.664,52.367,53.287,11,unforseen,calendar,truly,argument,dissapear,siege,Caribbean,accomodation,environment,commitee,9.492,34.252,35.088,10,ecstasy,forseeable,millenium,pavilion,school,persistent,propaganda,assassination,colleague,knowledge,1.854,22.719,23.612,10,apparently,glamorous,definitely,tomorrow,weird,noticeable,necessary,independent,foreign,wherever,4.933,36.445,37.442,11,Fahrenheit,separate,mother,mispell,successful,curiosity,across,irresistible,bizarre,completely,1.364,21.508,23.584,10,tendency,fluorescent,achieve,religious,preferred,existence,gist,until,liscense,teacher,1.428,34.469,35.673,11,humorous,tounge,guard,receive,publicly,incidentally,cemetery,posession,aggressive,liason,2.533,42.836,43.657,10,threshold,business,dilemma,occasion,unforseen,disappoint,chauffeur,Portuguese,immediately,interrupt,2.672,34.688,35.437,11,beginning,resistance,Neanderthal,table,referred,piece,forty,politician,embarass,harassment,67,13,54,357,12/7/2017,2:31 PM
12/8/2017 11:26,12/8/2017 11:34,IP Address,144.121.36.232,100,473,TRUE,12/8/2017 11:34,R_UVzbR0WAF5CACsx,,,,,42.38960266,-72.45339966,anonymous,EN,153.44,165.779,168.113,2,12/8/2017,119,Morph21,0,0,8.317,0,5.729,34.457,35.573,10,unforeseen,calendar,truly,argument,disappear,siege,Caribbean,accommodation,environment,committee,1.819,37.719,38.804,11,ecstasy,forseeable,millenium,pavillion,school,persistant,propaganda,assasination,colleague,knowledge,2.699,28.474,29.712,14,apparently,glamourous,definitely,tomorrow,weird,noticeable,neccessary,independent,foreign,wherever,1.603,37.706,39.487,13,Fahrenheit,separate,mother,mispell,successful,curiosity,across,irresistible,bizzare,completely,1.411,25.451,26.119,15,tendency,fluorescent,achieve,religious,preferred,existence,jist,until,license,teacher,1.751,28.095,29.326,11,humorous,tounge,guard,recieve,publicly,incidentally,cemetery,possession,aggressive,liason,2.185,41.8,45.172,15,threshold,business,dilemna,occasion,unforseen,disappoint,chauffer,Portuguese,immediately,interrupt,2.261,36.417,38.219,12,begining,resistence,Neanderthal,table,referred,piece,forty,politician,embarass,harassment,61,19,42,473,12/8/2017,11:34 AM
