StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q64_First Click,Q64_Last Click,Q64_Page Submit,Q64_Click Count,Q69,Q62,Q63,P1,P2,P3,1,2,3,4,5,T_First Click,T_Last Click,T_Page Submit,T_Click Count,6,7,8,9,10,T_First Click,T_Last Click,T_Page Submit,T_Click Count,11,12,13,14,15,T_First Click,T_Last Click,T_Page Submit,T_Click Count,16,17,18,19,20,T_First Click,T_Last Click,T_Page Submit,T_Click Count,21,22,23,24,25,T_First Click,T_Last Click,T_Page Submit,T_Click Count,26,27,28,29,30,T_First Click,T_Last Click,T_Page Submit,T_Click Count,31,32,33,34,35,T_First Click,T_Last Click,T_Page Submit,T_Click Count,36,37,38,39,40,T_First Click,T_Last Click,T_Page Submit,T_Click Count,41,42,43,44,45,T_First Click,T_Last Click,T_Page Submit,T_Click Count,46,47,48,49,50,Q79_First Click,Q79_Last Click,Q79_Page Submit,Q79_Click Count,SC0,SC1,SC2,Date,Time,Participant,Experiment,Q_TotalDuration,Q69 - Topics
10/9/2017 16:45,10/9/2017 17:18,IP Address,144.121.36.238,100,1946,TRUE,10/9/2017 17:18,R_268BIt6cV6jcrDz,,,,,42.38960266,-72.45339966,anonymous,EN,1531.051,1540.691,1541.994,5,10/9/2017,109,Morph21,D. food,C. fix,B. numbers,D. chubby,D. pardoned,B. tricking,E. pamphlet,E. one and only,2.224,16.696,18.527,8,D. present,A. ruling,D. risk,C. back and forth,A. small article,2.621,25.004,29.987,6,B. presuppose,D. destructively,D. discerning,B. reach it,D. hidden,4.084,29.66,34.346,5,D. skilled,E. kind of food,E. unavoidable,B. undomesticated,C. an expert,3.345,29.464,30.344,8,C. mixture,C. exciting,C. out-of-date,A. sly,C. tumult,6.626,24.69,25.545,8,B. urgent,B. perceived,A. unconscious,D. ages,E. sayings,2.185,23.345,24.288,8,B. groups,C. ruin,A. awkwardness,E. pliability,C. crazy,15.709,49.213,50.414,9,D. misfortune,D. short,A. shortly,E. yield,E. ill-tempered,10.864,33.536,51.007,9,B. call up,E. hindered,C. sharp glance,B. always,C. profitable,3.899,35.797,36.715,8,B. independence,A. unexampled,D. flooded,A. doctrines,B. impending,2.424,55.384,57.699,12,44,6,50,10/9/2017,5:18 PM,109,,1946,
10/18/2017 15:16,10/18/2017 15:28,IP Address,144.121.36.249,100,685,TRUE,10/18/2017 15:28,R_3OeKAPLf2dCOTAE,,,,,42.38960266,-72.45339966,anonymous,EN,356.627,364.355,365.251,2,10/18/2017,110,Morph21,D. food,C. fix,B. numbers,D. chubby,D. pardoned,B. tricking,E. pamphlet,E. one and only,2.153,14.971,15.889,5,D. present,A. ruling,D. risk,B. away,D. gift,3.834,25.602,26.912,7,D. suggest,D. destructively,D. discerning,B. reach it,D. hidden,4.812,30.658,31.614,6,D. skilled,D. country house,E. unavoidable,A. ineffective,A. a nobleman,4.195,22.772,23.811,6,C. mixture,C. exciting,B. not clear,C. skillful,C. tumult,5.705,30.608,31.095,6,B. urgent,C. scowled,A. unconscious,D. ages,E. sayings,5.851,29.394,29.689,6,E. skills,C. ruin,D. vagueness,C. density,B. strange,8.109,31.982,32.821,6,B. progress,D. short,D. excessively,A. help,C. clever,3.742,18.35,19.229,6,B. call up,E. hindered,D. bog,A. irregularly,B. practical,4.149,26.182,27.02,6,C. motor-driven,B. uncertain,B. occupied,C. occupants,B. impending,5.544,26.559,27.24,7,29,21,50,10/18/2017,3:28 PM,110,,685,
10/25/2017 15:24,10/25/2017 15:37,IP Address,144.121.36.224,100,817,TRUE,10/25/2017 15:37,R_1QiTiqi24KRB2qM,,,,,42.38960266,-72.45339966,anonymous,EN,462.31,472.861,474.51,4,10/25/2017,111,Morph21,D. food,C. fix,B. numbers,D. chubby,D. pardoned,B. tricking,E. pamphlet,E. one and only,4.648,22.407,23.078,5,D. present,A. ruling,D. risk,C. back and forth,E. little trick,3.896,25.329,26.201,7,B. presuppose,D. destructively,A concluding,B. reach it,D. hidden,6.373,26.093,26.393,9,D. skilled,C. balcony,E. unavoidable,A. ineffective,C. an expert,6.638,40.736,41.719,7,C. mixture,C. exciting,B. not clear,C. skillful,C. tumult,5.725,22.064,22.547,8,B. urgent,C. scowled,C. slow,D. ages,E. sayings,5.185,35.88,36.567,7,C. aspects,C. ruin,A. awkwardness,E. pliability,D. silly,4.112,21.999,25.624,8,D. misfortune,D. short,D. excessively,E. yield,E. ill-tempered,3.433,31.137,31.985,6,A. join,E. hindered,C. sharp glance,B. always,C. profitable,5.019,29.205,29.95,6,B. independence,A. unexampled,E. discovered,B. renters,E. drastic,2.294,28.686,29.708,6,37,13,50,10/25/2017,3:37 PM,111,,817,
10/29/2017 12:31,10/29/2017 12:45,IP Address,144.121.36.224,100,845,TRUE,10/29/2017 12:45,R_2QgRkOpGDOweHbj,,,,,42.38960266,-72.45339966,anonymous,EN,473.911,486.374,487.306,3,10/29/2017,112,Morph21,D. food,C. fix,B. numbers,D. chubby,D. pardoned,B. tricking,E. pamphlet,E. one and only,3.212,19.612,20.441,6,D. present,A. ruling,D. risk,C. back and forth,B. stone,3.703,28.121,29.211,11,B. presuppose,D. destructively,D. discerning,B. reach it,D. hidden,5.35,30.45,32.626,7,D. skilled,D. country house,E. unavoidable,C. unconquerable,A. a nobleman,4.602,29.972,31.344,7,C. mixture,C. exciting,C. out-of-date,C. skillful,C. tumult,4.82,22.17,23.758,7,B. urgent,B. perceived,A. unconscious,D. ages,B. minutes,6.361,29.921,31.32,10,C. aspects,C. ruin,A. awkwardness,E. pliability,B. strange,3.313,33.784,34.735,6,D. misfortune,D. short,A. shortly,E. yield,D. distrustful,2.885,22.861,23.853,6,B. call up,E. hindered,D. bog,A. irregularly,A. brilliant,3.332,25.941,26.525,6,A. technical perfection,A. unexampled,B. occupied,B. renters,E. drastic,13.921,47.697,48.425,8,37,13,50,10/29/2017,12:45 PM,112,,845,
11/1/2017 15:19,11/1/2017 15:27,IP Address,144.121.36.235,100,482,TRUE,11/1/2017 15:27,R_3HoEh6g2fEj99dI,,,,,42.38960266,-72.45339966,anonymous,EN,235.913,240.983,242.682,3,1-Nov,113,Morph21,D. food,C. fix,B. numbers,D. chubby,D. pardoned,B. tricking,E. pamphlet,E. one and only,2.808,13.344,14.676,5,D. present,A. ruling,D. risk,B. away,A. small article,2.916,19.783,23.609,5,B. presuppose,D. destructively,D. discerning,B. reach it,D. hidden,3.72,18.643,20.184,5,D. skilled,D. country house,E. unavoidable,C. unconquerable,E. a snob,2.762,23.082,24.087,6,C. mixture,C. exciting,C. out-of-date,A. sly,C. tumult,3.475,18.941,20.3,5,B. urgent,B. perceived,A. unconscious,D. ages,E. sayings,2.497,16.106,16.87,6,C. aspects,C. ruin,A. awkwardness,E. pliability,D. silly,3,19.798,20.797,6,D. misfortune,D. short,D. excessively,E. yield,E. ill-tempered,3.492,16.443,17.329,5,B. call up,E. hindered,D. bog,B. always,C. profitable,2.488,15.918,16.867,5,B. independence,A. unexampled,D. flooded,A. doctrines,B. impending,3.294,24.68,25.774,5,48,2,50,11/1/2017,3:27 PM,113,,482,
11/3/2017 11:20,11/3/2017 11:40,IP Address,144.121.36.245,100,1180,TRUE,11/3/2017 11:40,R_1CvdPOs4zBEJeB2,,,,,42.38960266,-72.45339966,anonymous,EN,646.404,653.523,656.391,3,11/3/2017,114,Morph21,D. food,C. fix,B. numbers,D. chubby,D. pardoned,B. tricking,E. pamphlet,E. one and only,5.312,31.651,32.489,5,D. present,A. ruling,E. profit,C. back and forth,A. small article,4.848,42.549,43.445,9,B. presuppose,D. destructively,D. discerning,B. reach it,D. hidden,5.33,57.49,60.233,12,D. skilled,C. balcony,E. unavoidable,C. unconquerable,C. an expert,1.354,40.81,42.149,12,C. mixture,E. tasteless,C. out-of-date,C. skillful,C. tumult,7.033,43.801,44.951,14,B. urgent,C. scowled,E. hostile,A. years,E. sayings,1.263,48.391,49.144,13,C. aspects,C. ruin,B. strangeness,D. evenness,B. strange,5.656,47.656,50.233,15,E. capability,D. short,D. excessively,E. yield,D. distrustful,11.66,42.604,44.118,9,B. call up,E. hindered,B. farm,E. frequently,D. established,3.416,47.128,48.262,12,B. independence,A. unexampled,E. discovered,C. occupants,C. timely,2.98,31.107,31.403,10,32,18,50,11/3/2017,11:40 AM,114,,1180,
11/5/2017 11:30,11/5/2017 11:43,IP Address,144.121.36.253,100,776,TRUE,11/5/2017 11:43,R_11hyP8gcnt1eXHo,,,,,42.38960266,-72.45339966,anonymous,EN,424.19,436.253,437.838,3,3-Nov-17,115,Morph21,D. food,C. fix,B. numbers,D. chubby,D. pardoned,B. tricking,E. pamphlet,E. one and only,2.537,15.417,16.538,5,D. present,A. ruling,D. risk,C. back and forth,A. small article,3.412,30.257,33.799,6,B. presuppose,D. destructively,D. discerning,B. reach it,D. hidden,2.158,18.169,19.284,5,D. skilled,D. country house,E. unavoidable,C. unconquerable,C. an expert,3.396,23.259,24.232,6,C. mixture,C. exciting,C. out-of-date,C. skillful,C. tumult,4.093,24.118,26.481,6,B. urgent,B. perceived,A. unconscious,D. ages,E. sayings,2.148,24.086,25.158,6,E. skills,C. ruin,A. awkwardness,E. pliability,D. silly,6.603,37.821,38.485,7,D. misfortune,D. short,D. excessively,E. yield,A. ancient,4.822,35.647,37.463,7,B. call up,E. hindered,B. farm,B. always,C. profitable,3.639,23.686,24.811,6,B. independence,A. unexampled,D. flooded,C. occupants,B. impending,2.817,36.47,38.229,7,45,5,50,11/5/2017,11:43 AM,115,,776,
11/30/2017 14:51,11/30/2017 15:05,IP Address,144.121.36.253,100,862,TRUE,11/30/2017 15:05,R_2bTOFvgHKskzCuq,,,,,42.38960266,-72.45339966,anonymous,EN,537.259,545.275,546.39,3,11/30/2017,116,Morph21,D. food,C. fix,B. numbers,D. chubby,D. pardoned,B. tricking,E. pamphlet,E. one and only,7.704,21.064,21.963,5,D. present,A. ruling,D. risk,B. away,A. small article,3.414,24.341,25.584,5,B. presuppose,D. destructively,D. discerning,B. reach it,D. hidden,3.859,18.722,19.604,5,D. skilled,D. country house,E. unavoidable,C. unconquerable,C. an expert,5.569,30.872,32.076,8,C. mixture,C. exciting,C. out-of-date,A. sly,C. tumult,5.665,23.281,24.676,6,B. urgent,B. perceived,A. unconscious,D. ages,E. sayings,3.92,33.993,35.037,5,C. aspects,C. ruin,A. awkwardness,E. pliability,D. silly,5.627,29.148,30.097,5,D. misfortune,D. short,C. wavy,E. yield,E. ill-tempered,10.636,37.451,39.095,6,B. call up,E. hindered,D. bog,C. seldom,C. profitable,6.288,23.904,26.081,7,B. independence,A. unexampled,B. occupied,A. doctrines,B. impending,2.478,19.494,20.721,7,46,4,50,11/30/2017,3:05 PM,116,,862,
12/6/2017 15:19,12/6/2017 15:54,IP Address,144.121.36.238,100,2097,TRUE,12/6/2017 15:54,R_31NubJgZjwwa73H,,,,,42.38960266,-72.45339966,anonymous,EN,1375.495,1388.11,1389.209,3,12/6/2017,117,Morph21,D. food,C. fix,B. numbers,D. chubby,D. pardoned,B. tricking,E. pamphlet,E. one and only,14.487,54.609,56.899,5,D. present,A. ruling,D. risk,C. back and forth,A. small article,7.529,60.314,61.172,7,B. presuppose,D. destructively,D. discerning,B. reach it,B. opaque,10.079,59.63,66.138,5,D. skilled,A. happy farewell,E. unavoidable,C. unconquerable,C. an expert,3.696,63.017,67.909,8,C. mixture,B. outstanding,C. out-of-date,A. sly,C. tumult,8.704,53.241,54.261,6,B. urgent,B. perceived,A. unconscious,A. years,B. minutes,7.256,84.184,85.563,7,D. truths,C. ruin,D. vagueness,E. pliability,B. strange,12.228,70.18,75.576,5,D. misfortune,D. short,A. shortly,E. yield,D. distrustful,20.125,50.669,52.033,6,B. call up,E. hindered,C. sharp glance,A. irregularly,B. practical,5.144,58.912,59.859,6,B. independence,A. unexampled,E. discovered,C. occupants,B. impending,8.378,70.035,74.254,7,35,15,50,12/6/2017,3:54 PM,117,,2097,
12/7/2017 14:25,12/7/2017 14:40,IP Address,144.121.36.227,100,872,TRUE,12/7/2017 14:40,R_Dl65e5qKybvCPMl,,,,,42.38960266,-72.45339966,anonymous,EN,415.15,423.206,424.399,3,12\7\17,118,Morph21,D. food,C. fix,B. numbers,D. chubby,D. pardoned,B. tricking,E. pamphlet,E. one and only,2.513,14.45,15.54,5,D. present,A. ruling,D. risk,C. back and forth,D. gift,3.291,40.911,46.914,11,B. presuppose,D. destructively,D. discerning,B. reach it,D. hidden,3.615,23.793,25.134,6,D. skilled,C. balcony,E. unavoidable,C. unconquerable,C. an expert,4.722,50.553,51.649,7,C. mixture,C. exciting,C. out-of-date,A. sly,C. tumult,5.104,39.16,39.892,6,B. urgent,B. perceived,A. unconscious,D. ages,E. sayings,2.787,33.267,35.682,6,C. aspects,C. ruin,A. awkwardness,E. pliability,D. silly,2.782,41.221,42.937,7,E. capability,D. short,D. excessively,E. yield,E. ill-tempered,4.563,56.083,57.249,5,B. call up,E. hindered,D. bog,B. always,C. profitable,1.772,31.987,32.974,6,B. independence,A. unexampled,D. flooded,E. structures,B. impending,3.075,46.77,49.96,6,46,4,50,12/7/2017,2:40 PM,118,,872,
